"pnro","nimi","kunta","maakunta","hinta2016","trendi2016"
"10210","Inkoo Keskus","Inkoo","Uusimaa",1617,-3
"02410","Gesterby","Kirkkonummi","Uusimaa",1616,-2.1
"05470","Palopuro","Hyvinkää","Uusimaa",1590,-2.9
"06950","Emäsalo","Porvoo","Uusimaa",1582,-4.5
"10650","Flyet","Raasepori","Uusimaa",1569,-2.5
"05510","Päivärinta","Hyvinkää","Uusimaa",1566,-2.4
"05860","Talvisilta","Hyvinkää","Uusimaa",1566,-0.9
"03150","Huhmari","Vihti","Uusimaa",1563,-3.5
"03220","Tervalampi","Vihti","Uusimaa",1538,-3.5
"07900","Loviisa Keskus","Loviisa","Uusimaa",1534,-4.4
"07110","Hinthaara","Porvoo","Uusimaa",1515,-4.9
"09430","Saukkola","Lohja","Uusimaa",1514,-2.5
"03300","Otalampi","Vihti","Uusimaa",1509,-3.4
"10620","Högbacka","Raasepori","Uusimaa",1498,-3
"07190","Halkia","Pornainen","Uusimaa",1491,-5
"10900","Hanko Keskus","Hanko","Uusimaa",1491,-2.3
"08200","Ojamo","Lohja","Uusimaa",1484,-3.4
"05950","Ridasjärvi","Hyvinkää","Uusimaa",1473,-2.7
"07130","Anttila","Porvoo","Uusimaa",1472,-5.1
"03430","Jokikunta","Vihti","Uusimaa",1471,-3.7
"08350","Routio","Lohja","Uusimaa",1466,-3.9
"08800","Kirkniemi","Lohja","Uusimaa",1462,-5
"08480","Karstu","Lohja","Uusimaa",1459,-4.5
"07150","Laukkoski","Pornainen","Uusimaa",1458,-5.2
"08450","Hormajärvi","Lohja","Uusimaa",1455,-4.5
"05880","Paavola-Vaivero","Hyvinkää","Uusimaa",1453,-2.5
"05720","Kytäjä","Hyvinkää","Uusimaa",1438,-3.1
"03320","Selki","Vihti","Uusimaa",1436,-3.8
"10960","Hanko Pohjoinen","Hanko","Uusimaa",1427,-2.9
"03600","Karkkila Keskus","Karkkila","Uusimaa",1423,-3.7
"09220","Sammatti","Lohja","Uusimaa",1420,-2.6
"07410","Kråkö","Porvoo","Uusimaa",1414,-5
"07280","Ilola","Porvoo","Uusimaa",1397,-5.7
"07220","Kaarenkylä","Porvoo","Uusimaa",1392,-5.7
"07510","Vakkola","Askola","Uusimaa",1386,-5.4
"03810","Ikkala","Lohja","Uusimaa",1385,-4
"06850","Kulloo","Porvoo","Uusimaa",1367,-5.7
"07590","Huuvari-Tiilää","Askola","Uusimaa",1367,-5.5
"03790","Vihtijärvi","Vihti","Uusimaa",1365,-4.2
"03870","Hyönölä","Lohja","Uusimaa",1364,-4.1
"07450","Voolahti","Porvoo","Uusimaa",1358,-5.3
"07560","Pukkila Keskus","Pukkila","Uusimaa",1358,-5.7
"07550","Torpinkylä","Pukkila","Uusimaa",1348,-5.6
"10300","Karjaa Keskus","Raasepori","Uusimaa",1347,-4.3
"02570","Siuntio Kirkonkylä","Siuntio","Uusimaa",1339,-5.4
"07350","Gäddrag","Porvoo","Uusimaa",1334,-5.4
"10330","Pinjainen","Raasepori","Uusimaa",1331,-4
"07310","Sannainen","Porvoo","Uusimaa",1326,-5.5
"07320","Jakari-Sannäs","Porvoo","Uusimaa",1303,-5.6
"07740","Gammelby","Loviisa","Uusimaa",1302,-5.9
"07530","Onkimaa","Askola","Uusimaa",1298,-5.9
"03710","Uusitalo","Karkkila","Uusimaa",1296,-4.6
"03850","Pusula","Lohja","Uusimaa",1294,-4
"07780","Härkäpää","Loviisa","Uusimaa",1292,-6
"07580","Tiilää","Askola","Uusimaa",1291,-5.9
"07565","Kantele","Pukkila","Uusimaa",1288,-5.9
"07390","Suurpellinki","Porvoo","Uusimaa",1277,-5.8
"10680","Skogby","Raasepori","Uusimaa",1277,-4.2
"07600","Myrskylä Keskus","Myrskylä","Uusimaa",1266,-5.8
"09630","Koisjärvi","Lohja","Uusimaa",1260,-3.3
"07720","Malmgård","Loviisa","Uusimaa",1259,-6.2
"07370","Pellinki","Porvoo","Uusimaa",1255,-5.9
"07680","Juornaankylä","Askola","Uusimaa",1255,-5.9
"10350","Meltolan sairaala-alue","Raasepori","Uusimaa",1245,-4.1
"03620","Polari","Karkkila","Uusimaa",1241,-4.5
"09810","Nummi-Oinola","Lohja","Uusimaa",1237,-3.5
"07360","Tirmo","Porvoo","Uusimaa",1236,-6
"07920","Etelä-Harju","Loviisa","Uusimaa",1218,-5.5
"07690","Kankkila","Myrskylä","Uusimaa",1209,-6.2
"09520","Millola","Lohja","Uusimaa",1208,-3.6
"10320","Bäljars","Raasepori","Uusimaa",1206,-3.6
"07750","Isnäs","Loviisa","Uusimaa",1189,-6.2
"07880","Liljendal Keskus","Loviisa","Uusimaa",1187,-6.1
"09930","Leppäkorpi","Lohja","Uusimaa",1182,-3.7
"09120","Karjalohja","Lohja","Uusimaa",1176,-3.6
"07870","Skinnarby","Loviisa","Uusimaa",1168,-6.2
"07820","Porlammi","Lapinjärvi","Uusimaa",1167,-6.2
"07850","Heikinkylä","Lapinjärvi","Uusimaa",1155,-6.3
"10230","Inkoo Asemanseutu","Inkoo","Uusimaa",1154,-4.9
"10360","Mustio","Raasepori","Uusimaa",1153,-4.7
"07830","Pukaro","Lapinjärvi","Uusimaa",1152,-6.3
"07810","Ingermaninkylä","Lapinjärvi","Uusimaa",1146,-6.3
"10520","Tenhola Kirkonkylä","Raasepori","Uusimaa",1146,-4.5
"07890","Mickelspiltom","Loviisa","Uusimaa",1140,-6.4
"07840","Lindkoski","Lapinjärvi","Uusimaa",1138,-6.4
"10140","Päivölä","Inkoo","Uusimaa",1123,-4.5
"10160","Degerby","Inkoo","Uusimaa",1112,-4.6
"10120","Tähtelä","Inkoo","Uusimaa",1104,-4.6
"10250","Fagervik","Inkoo","Uusimaa",1100,-5.2
"10380","Kaunislahti","Raasepori","Uusimaa",1098,-5.1
"10660","Trollböle","Raasepori","Uusimaa",1090,-4.9
"10270","Barösund","Inkoo","Uusimaa",1083,-5.3
"07930","Pernaja Kirkonkylä","Loviisa","Uusimaa",1076,-6.6
"07800","Lapinjärvi Keskus","Lapinjärvi","Uusimaa",1069,-6.2
"07970","Ruotsinpyhtää Keskus","Loviisa","Uusimaa",1069,-6.7
"10710","Snappertuna","Raasepori","Uusimaa",1064,-4.9
"07945","Kuggom","Loviisa","Uusimaa",1057,-6.8
"10570","Bromarv","Raasepori","Uusimaa",1054,-5.1
"07960","Ahvenkoski","Loviisa","Uusimaa",1020,-7
"07990","Ruotsinkylä-Koskisto","Loviisa","Uusimaa",1011,-7.1
"07940","Määrlahti","Loviisa","Uusimaa",1003,-6.7
"07980","Kuninkaankylä","Loviisa","Uusimaa",1002,-7.2
"07955","Tesjoki","Loviisa","Uusimaa",978,-7
"10440","Bollsta","Raasepori","Uusimaa",977,-5.1
"10470","Fiskari","Raasepori","Uusimaa",929,-5.4
"10420","Pohjankuru","Raasepori","Uusimaa",900,-5.9
"47350","Kimonkylä","Lapinjärvi","Uusimaa",861,-4.2
"10480","Antskog","Raasepori","Uusimaa",853,-5.9
"07910","Valko","Loviisa","Uusimaa",817,-7.1
"10820","Lappohja","Hanko","Uusimaa",703,-5.9
"10410","Åminnefors","Raasepori","Uusimaa",578,-6.8
"20100","Turku Keskus","Turku","Varsinais-Suomi",2975,1.9
"20500","Vesilinna","Turku","Varsinais-Suomi",2973,3.2
"20810","Martti-Korppolaismäki","Turku","Varsinais-Suomi",2682,0.7
"20520","Kupittaa","Turku","Varsinais-Suomi",2588,2.5
"20700","Vartiovuori-Samppalinna","Turku","Varsinais-Suomi",2573,0.5
"20900","Moikoinen-Pikisaari","Turku","Varsinais-Suomi",2482,0.1
"20660","Littoinen","Kaarina","Varsinais-Suomi",2184,-1.3
"20380","Räntämäki-Saramäki","Turku","Varsinais-Suomi",2146,-1.3
"20300","Pohjola-Kastu","Turku","Varsinais-Suomi",2137,0.3
"20200","Iso-Heikkilä","Turku","Varsinais-Suomi",2130,1.2
"21280","Kuloinen","Raisio","Varsinais-Suomi",2048,-3.3
"20720","Vasaramäki","Turku","Varsinais-Suomi",1944,-0.5
"21100","Naantali Keskus","Naantali","Varsinais-Suomi",1934,-3.1
"20400","Moisio","Turku","Varsinais-Suomi",1928,-1.5
"21620","Kuusisto","Kaarina","Varsinais-Suomi",1911,-3.1
"20540","Nummi-Ylioppilaskylä","Turku","Varsinais-Suomi",1903,1.1
"20760","Piispanristi","Kaarina","Varsinais-Suomi",1829,-1.5
"20780","Kaarina Keskus","Kaarina","Varsinais-Suomi",1802,-1.5
"20320","Kuninkoja-Mälikkälä","Turku","Varsinais-Suomi",1773,-0.9
"20880","Uittamo","Turku","Varsinais-Suomi",1767,-1.7
"21120","Viherjäinen","Raisio","Varsinais-Suomi",1746,-4.2
"21260","Ihala","Raisio","Varsinais-Suomi",1736,-3.8
"21420","Lieto Keskus","Lieto","Varsinais-Suomi",1708,-3
"20740","Ilpoinen-Harittu","Turku","Varsinais-Suomi",1699,-1.4
"21250","Masku","Masku","Varsinais-Suomi",1699,-3.8
"20960","Kakskerta","Turku","Varsinais-Suomi",1694,-1.7
"21160","Merimasku","Naantali","Varsinais-Suomi",1688,-4.3
"20250","Pitkämäki-Muhkuri","Turku","Varsinais-Suomi",1655,-1.3
"21290","Rusko","Rusko","Varsinais-Suomi",1645,-5.2
"21110","Taimo-Nuhjala-Lietsala","Naantali","Varsinais-Suomi",1644,-3.5
"21500","Piikkiö","Kaarina","Varsinais-Suomi",1573,-3.4
"21600","Parainen Keskus","Parainen","Varsinais-Suomi",1524,-2
"21360","Lieto Asemanseutu","Lieto","Varsinais-Suomi",1493,-3.7
"21200","Raisio Keskus","Raisio","Varsinais-Suomi",1476,-3.9
"21350","Ilmarinen","Lieto","Varsinais-Suomi",1468,-3.6
"21410","Vanhalinna","Lieto","Varsinais-Suomi",1463,-3.9
"20730","Skanssi","Turku","Varsinais-Suomi",1461,-2.8
"21610","Kirjala","Parainen","Varsinais-Suomi",1390,-4
"21310","Vahto","Rusko","Varsinais-Suomi",1387,-4
"21230","Lemu","Masku","Varsinais-Suomi",1375,-4.8
"21270","Nousiainen","Nousiainen","Varsinais-Suomi",1369,-4.7
"24280","Tupuri-Hähkänä","Salo","Varsinais-Suomi",1365,-5.2
"21520","Naskarla","Paimio","Varsinais-Suomi",1364,-4.2
"23100","Mynämäki Keskus","Mynämäki","Varsinais-Suomi",1356,-1.2
"21130","Poikko","Naantali","Varsinais-Suomi",1326,-4.9
"21210","Hakinmäki","Raisio","Varsinais-Suomi",1324,-5.8
"21220","Somersoja","Raisio","Varsinais-Suomi",1313,-5.2
"21330","Paattinen","Turku","Varsinais-Suomi",1308,-4.2
"20360","Kärsämäki-Urusvuori-Halinen","Turku","Varsinais-Suomi",1307,-2.1
"21540","Preitilä","Paimio","Varsinais-Suomi",1290,-4.5
"21530","Paimio Keskus","Paimio","Varsinais-Suomi",1282,-4.3
"21240","Askainen Keskus","Masku","Varsinais-Suomi",1279,-5.4
"32200","Loimaa Keskus","Loimaa","Varsinais-Suomi",1272,-0.1
"21370","Aura kk.","Aura","Varsinais-Suomi",1255,-4.5
"23120","Mietoinen Keskus","Mynämäki","Varsinais-Suomi",1253,-0.6
"21195","Velkua","Naantali","Varsinais-Suomi",1246,-5.2
"23880","Suontaka","Laitila","Varsinais-Suomi",1245,0
"24100","Salo Keskus","Salo","Varsinais-Suomi",1244,-6.1
"21630","Lielahti","Parainen","Varsinais-Suomi",1241,-4.6
"21380","Aura Keskus","Aura","Varsinais-Suomi",1240,-4.4
"20750","Huhkola-Lauste-Vaala","Turku","Varsinais-Suomi",1238,-2.3
"20610","Varissuo","Turku","Varsinais-Suomi",1234,-1.8
"21180","Livonsaari","Naantali","Varsinais-Suomi",1233,-5.3
"23140","Hietamäki","Mynämäki","Varsinais-Suomi",1230,-0.8
"21660","Nauvo Keskus","Parainen","Varsinais-Suomi",1229,-4.4
"21340","Tortinmäki","Turku","Varsinais-Suomi",1216,-4.7
"24240","Rappula","Salo","Varsinais-Suomi",1204,-5.6
"20210","Pahaniemi","Turku","Varsinais-Suomi",1198,-2.2
"21150","Röölä","Naantali","Varsinais-Suomi",1183,-5.5
"21670","Mattnäs-Nötö","Parainen","Varsinais-Suomi",1178,-4.9
"24130","Ylhäisi","Salo","Varsinais-Suomi",1178,-6.1
"23800","Laitila Keskus","Laitila","Varsinais-Suomi",1177,0.2
"23840","Soukainen","Laitila","Varsinais-Suomi",1176,-0.4
"21555","Taatila","Paimio","Varsinais-Suomi",1173,-5
"21510","Hevonpää","Paimio","Varsinais-Suomi",1167,-5.1
"21650","Lillandet","Parainen","Varsinais-Suomi",1165,-4.9
"21720","Korpoström","Parainen","Varsinais-Suomi",1163,-5.3
"21740","Utö","Parainen","Varsinais-Suomi",1162,-5.3
"21430","Yliskulma","Lieto","Varsinais-Suomi",1144,-5.2
"23500","Uusikaupunki Keskus","Uusikaupunki","Varsinais-Suomi",1137,-0.5
"20460","Jäkärlä","Turku","Varsinais-Suomi",1134,-3.5
"23310","Taivassalo","Taivassalo","Varsinais-Suomi",1130,-0.8
"20240","Pansio-Perno","Turku","Varsinais-Suomi",1124,-2.9
"21770","Mossala","Parainen","Varsinais-Suomi",1124,-5.5
"21590","Karuna","Sauvo","Varsinais-Suomi",1114,-5.3
"21710","Korppoo Keskus-Utö","Parainen","Varsinais-Suomi",1111,-5.5
"21560","Ollila","Marttila","Varsinais-Suomi",1105,-5.4
"24910","Halikko Asemanseutu","Salo","Varsinais-Suomi",1096,-6.5
"23960","Santtio","Pyhäranta","Varsinais-Suomi",1092,-1.2
"21480","Prunkila","Marttila","Varsinais-Suomi",1091,-5.5
"23950","Pyhäranta","Pyhäranta","Varsinais-Suomi",1088,-1.2
"21760","Houtskär Keskus","Parainen","Varsinais-Suomi",1087,-5.7
"21570","Sauvo Keskus","Sauvo","Varsinais-Suomi",1064,-5.4
"24800","Halikko Keskus","Salo","Varsinais-Suomi",1062,-7.5
"21750","Norrskata","Parainen","Varsinais-Suomi",1042,-5.9
"21860","Auvainen","Pöytyä","Varsinais-Suomi",1042,-5.9
"21840","Karinainen","Pöytyä","Varsinais-Suomi",1041,-5.9
"23930","Pyhämaa","Uusikaupunki","Varsinais-Suomi",1041,-1.5
"21870","Riihikoski","Pöytyä","Varsinais-Suomi",1034,-6.3
"23660","Kalanti Asemanseutu","Uusikaupunki","Varsinais-Suomi",1034,-1.3
"23360","Kustavi","Kustavi","Varsinais-Suomi",1031,-1.5
"23260","Rautila","Vehmaa","Varsinais-Suomi",1025,-1.4
"23450","Lokalahti","Uusikaupunki","Varsinais-Suomi",1022,-1.5
"21930","Uusikartano","Pöytyä","Varsinais-Suomi",1012,-5.6
"23210","Vehmaa","Vehmaa","Varsinais-Suomi",1003,-1.5
"23390","Iniö","Parainen","Varsinais-Suomi",1003,-1.6
"24260","Ollikkala","Salo","Varsinais-Suomi",1002,-7.4
"31400","Somero Keskus","Somero","Varsinais-Suomi",994,-5.4
"23200","Vinkkilä","Vehmaa","Varsinais-Suomi",989,-1.2
"21450","Tarvasjoki Keskus","Tarvasjoki","Varsinais-Suomi",986,-6.2
"23600","Kalanti Keskus","Uusikaupunki","Varsinais-Suomi",981,-1.4
"32500","Oripää Keskus","Oripää","Varsinais-Suomi",981,-1.5
"21680","Nötö","Parainen","Varsinais-Suomi",973,-5.9
"21890","Haveri","Pöytyä","Varsinais-Suomi",972,-6.3
"25700","Kemiö Keskus","Kemiönsaari","Varsinais-Suomi",971,-8.1
"21820","Kumila","Pöytyä","Varsinais-Suomi",969,-6.3
"25130","Muurla","Salo","Varsinais-Suomi",966,-8
"25360","Pertteli Keskus","Salo","Varsinais-Suomi",963,-7.3
"21140","Rymättylä Keskus","Naantali","Varsinais-Suomi",960,-6.2
"27320","Ihode","Pyhäranta","Varsinais-Suomi",949,-0.6
"27340","Reila","Pyhäranta","Varsinais-Suomi",934,-0.7
"21900","Yläne Keskus","Pöytyä","Varsinais-Suomi",930,-5.2
"31500","Koski Tl","Koski Tl","Varsinais-Suomi",923,-4.8
"21490","Marttila","Marttila","Varsinais-Suomi",918,-6.3
"25250","Märynummi","Salo","Varsinais-Suomi",915,-7.7
"25710","Vreta-Vestlax","Kemiönsaari","Varsinais-Suomi",902,-7.9
"21800","Kyrö","Pöytyä","Varsinais-Suomi",900,-6.6
"32250","Kojonkulma","Loimaa","Varsinais-Suomi",898,-1.9
"25210","Vartsala","Salo","Varsinais-Suomi",897,-7.7
"32520","Latva","Oripää","Varsinais-Suomi",896,-1.9
"32270","Metsämaa-Murto","Loimaa","Varsinais-Suomi",890,-1.9
"25900","Taalintehdas","Kemiönsaari","Varsinais-Suomi",889,-7.9
"32210","Loimaa kk","Loimaa","Varsinais-Suomi",884,-2
"31410","Ylöpirtti","Somero","Varsinais-Suomi",880,-5.5
"32560","Virttaa","Loimaa","Varsinais-Suomi",879,-2.1
"32280","Metsäkorpi","Loimaa","Varsinais-Suomi",877,-2
"31450","Häntälä","Somero","Varsinais-Suomi",874,-5.6
"31530","Pyöli","Somero","Varsinais-Suomi",873,-5.3
"25500","Perniö Keskus","Salo","Varsinais-Suomi",866,-9.1
"31490","Terttilä","Somero","Varsinais-Suomi",862,-5.7
"25570","Teijo-Mathildedal","Salo","Varsinais-Suomi",859,-8.4
"31520","Pitkäjärvi","Somero","Varsinais-Suomi",859,-5.4
"21880","Pöytyä","Pöytyä","Varsinais-Suomi",856,-6.7
"31460","Hirsjärvi","Somero","Varsinais-Suomi",856,-5.7
"25630","Finby","Salo","Varsinais-Suomi",854,-8
"25520","Perniö Asemanseutu","Salo","Varsinais-Suomi",851,-8.4
"25760","Kiila","Kemiönsaari","Varsinais-Suomi",851,-8.4
"32260","Kojonperä","Loimaa","Varsinais-Suomi",851,-2.2
"25230","Angelniemi","Salo","Varsinais-Suomi",843,-8
"31470","Somerniemi","Somero","Varsinais-Suomi",842,-5.8
"25870","Dragsfjärd","Kemiönsaari","Varsinais-Suomi",841,-8.1
"25660","Mathildedal","Salo","Varsinais-Suomi",837,-8.1
"25540","Knaapila","Salo","Varsinais-Suomi",828,-8.6
"25730","Mjösund","Kemiönsaari","Varsinais-Suomi",828,-8.6
"25820","Vestlax","Kemiönsaari","Varsinais-Suomi",827,-8.2
"25240","Hajala","Salo","Varsinais-Suomi",823,-8.2
"25550","Aijala","Salo","Varsinais-Suomi",822,-8.7
"25860","Björkboda","Kemiönsaari","Varsinais-Suomi",820,-8.2
"25930","Kasnäs","Kemiönsaari","Varsinais-Suomi",819,-8.3
"25560","Koski Asemanseutu","Salo","Varsinais-Suomi",818,-8.7
"25830","Västanfjärd Keskus","Kemiönsaari","Varsinais-Suomi",818,-8.3
"25650","Strömma","Kemiönsaari","Varsinais-Suomi",816,-8.3
"25840","Nivelax","Kemiönsaari","Varsinais-Suomi",815,-8.3
"25260","Vaskio","Salo","Varsinais-Suomi",814,-8.2
"25610","Ylönkylä","Salo","Varsinais-Suomi",812,-8.3
"32410","Niinijoki","Loimaa","Varsinais-Suomi",811,-2.2
"25640","Förby","Salo","Varsinais-Suomi",810,-8.3
"25410","Suomusjärvi Keskus","Salo","Varsinais-Suomi",807,-8.4
"25950","Rosala-Kasnäs-Hitis","Kemiönsaari","Varsinais-Suomi",806,-8.4
"25180","Romsila","Salo","Varsinais-Suomi",796,-8.7
"25420","Lahnajärvi","Salo","Varsinais-Suomi",796,-8.4
"25940","Hiittinen","Kemiönsaari","Varsinais-Suomi",796,-8.5
"25160","Tuohittu","Salo","Varsinais-Suomi",794,-8.7
"31960","Orisuo","Loimaa","Varsinais-Suomi",791,-5.2
"32430","Ylhäinen","Loimaa","Varsinais-Suomi",789,-2.3
"25810","Mark","Kemiönsaari","Varsinais-Suomi",784,-8.5
"25170","Kotalato","Salo","Varsinais-Suomi",783,-8.8
"32440","Alastaro Keskus","Loimaa","Varsinais-Suomi",782,-1.8
"25110","Kruusila","Salo","Varsinais-Suomi",778,-8.8
"25460","Toija","Salo","Varsinais-Suomi",777,-8.5
"32450","Tammiainen","Loimaa","Varsinais-Suomi",776,-2.4
"25960","Högsåra","Kemiönsaari","Varsinais-Suomi",775,-8.7
"25190","Inkere","Salo","Varsinais-Suomi",757,-8.3
"25470","Kisko kk","Salo","Varsinais-Suomi",754,-8.7
"25430","Kettula","Salo","Varsinais-Suomi",752,-8.7
"32300","Mellilä","Loimaa","Varsinais-Suomi",752,-2.5
"25910","Vänoxa","Kemiönsaari","Varsinais-Suomi",751,-8.9
"25330","Kuusjoki Keskus","Salo","Varsinais-Suomi",744,-8.3
"25320","Raatala","Salo","Varsinais-Suomi",729,-8.5
"25340","Kanunki","Salo","Varsinais-Suomi",729,-8.5
"25370","Hiisi","Salo","Varsinais-Suomi",725,-8.5
"25390","Kiikala Keskus","Salo","Varsinais-Suomi",600,-9
"25380","Rekijoki","Salo","Varsinais-Suomi",589,-9.2
