"","alue","vakiluku","temp","area","logtiheys","kunta","hintataso","trendi","trendimuutos","pinta_ala"
"14980","Kuohijoki",52,149,"9",0.0194679246937666,"Pälkäne",2146.365574507,0.0403429056500188,"-0.00339040074114196",49.7204921681626
"15100","Lahti Asemanseutu",6178,151,"1",3.41763475247108,"Lahti",2132.72791416642,0.0493863849545845,"-0.00337209614093173",2.36163703895466
"15110","Keski-Lahti",4820,151,"1",3.62857014012168,"Lahti",1585.15393442391,0.0374611695244166,"-0.00270877751580816",1.13364453335635
"15140","Kartano-Paavola",15053,151,"1",3.59125566692287,"Lahti",2080.23590848355,0.0395110382499247,"-0.0048536321499155",3.85804593975568
"15150","Möysä",4158,151,"1",2.53720953649473,"Lahti",1230.60846657945,0.0250820085272933,"-0.00536690550056533",12.069101745081
"15160","Kolava",1595,151,"1",2.22380184112762,"Lahti",1330.22678040295,0.0367644616272178,"-0.00558756824805986",9.52705881360256
"15170","Tenava-Tonttila",3791,151,"1",3.05142180603048,"Lahti",1327.88148873518,0.0354690987369684,"-0.00555225743336696",3.36768900021735
"15200","Kiveriö",3620,152,"2",3.18991113083004,"Lahti",1308.45295829034,0.0427302791185059,"-0.00729110128149647",2.33774663051305
"15210","Kivistönmäki",4191,152,"2",3.2084801051362,"Lahti",1244.37663192241,0.0268816586324708,"-0.00682139648326555",2.59320921197502
"15230","Kytölä",2698,152,"2",1.92969287448792,"Lahti",1716.04302425183,0.0358989715072947,"-0.00664321985114471",31.7211607559029
"15240","Mukkula",7865,152,"2",2.78979933554383,"Lahti",1420.97065783522,0.0366661073364402,"-0.00811316517512749",12.7614314346599
"15270","Kukkila",1648,152,"2",2.03889636602818,"Hollola",1681.48156663863,0.0275381427411451,"-0.00785671928262818",15.0681814509039
"15300","Myllypohja-Koiskala",4080,153,"3",2.64945194483307,"Lahti",1741.8837023217,0.0350441795039511,"-0.00703945463600947",9.14551609232303
"15320","Ahtiala",2887,153,"3",2.11455081300089,"Lahti",1369.40201525604,0.0328004854891383,"-0.00912253067193315",22.176651457536
"15340","Kunnas-Hiekkanummi",2845,153,"3",2.09846958624539,"Lahti",1158.79370269569,0.0190338707912147,"-0.00724760044649825",22.6784142768874
"15460","Mäkelä",611,154,"4",1.07010609738586,"Nastola",1427.84880138195,0.0339590189413156,"-0.00639580067310933",51.9918310687428
"15500","Liipola",4995,155,"5",3.26739180818627,"Lahti",1561.04922061605,0.0353182344035019,"-0.0078455808262345",2.69863211506264
"15520","Saksala",2300,155,"5",2.91802389083851,"Lahti",1191.93463770087,0.0263896185840717,"-0.00951606878031278",2.77781900680605
"15540","Villähde",4489,155,"5",1.8359051772786,"Nastola",1154.49607045558,0.0333133867112216,"-0.0104463561046917",65.5004717843407
"15550","Rakokivi",3668,155,"5",2.70970427309746,"Nastola",1236.26412229891,0.0307484991750159,"-0.0102605171828043",7.15690172764582
"15560","Nastola kk",4262,155,"5",1.72264902494903,"Nastola",1770.79828492167,0.0380593763599308,"-0.00671206208662993",80.7168900236395
"15580","Ruuhijärvi",263,155,"5",0.839232514745119,"Nastola",1560.31377713991,0.034678290072374,"-0.00719207464269762",38.0823055947044
"15610","Laune-Nikkilä",5346,156,"6",2.87003049964977,"Lahti",1491.05050037376,0.0438149518154986,"-0.00727794591662626",7.21104913471296
"15680","Renkomäki-Ämmälä",3064,156,"6",2.33068562601863,"Lahti",1508.77401723948,0.0421015788244239,"-0.00650282178461609",14.3087974147537
"15700","Hennala-Jokimaa",6414,157,"7",2.12509067062465,"Lahti",1531.08127201419,0.0299391998854078,"-0.00594870375291652",48.0881738420506
"15800","Kärpänen",3473,158,"8",3.09947355424477,"Lahti",1366.01075903519,0.0312067890538331,"-0.00826724522285578",2.76204804713057
"15810","Kasakkamäki",1379,158,"8",3.04477309988127,"Lahti",1225.64465629415,0.0231194924407527,"-0.00609993541022662",1.24391632159717
"15820","Okeroinen",1096,158,"8",1.68241369999246,"Hollola",1355.6997546593,0.0242933219629945,"-0.00647803154318748",22.7717734326507
"15830","Metsäkangas",3836,158,"8",3.4030129259981,"Lahti",1895.57294392733,0.034883837960258,"-0.00577995233407778",1.51658121558359
"15840","Riihelä",2053,158,"8",3.09383095967882,"Lahti",1265.61372743066,0.0260422830409981,"-0.00687969363894582",1.65408563379528
"15850","Likolampi",645,158,"8",2.38366161216935,"Lahti",1590.28289187749,0.0282809176696467,"-0.00606191001371533",2.66623301889191
"15860","Kartano",3481,158,"8",2.68780761390445,"Hollola",1361.00326979615,0.0314584904121002,"-0.00867295571222196",7.14325920293177
"15870","Salpakangas",4068,158,"8",2.90328717664349,"Hollola",2220.33943787175,0.0467080919161974,"-0.0052701333821709",5.08269170041007
"15880","Soramäki",4973,158,"8",1.64713192526639,"Hollola",1594.61756928849,0.0298256612344472,"-0.00675163066454254",112.069267662803
"15900","Jalkaranta",1711,159,"9",2.64590761012551,"Lahti",1496.87650290831,0.0343290266498433,"-0.0088297142331407",3.86671710353843
"15950","Kiikkula",4167,159,"9",2.54792478542159,"Lahti",746.14577065056,0.0181016183941385,"-0.0106868835269941",11.8004539661667
"15980","Messilä",0,159,"NaN",NA,"",891.556184626009,0.0259267510378277,"-0.0115223711150902",NA
"16100","Uusikylä",1440,161,"1",1.27802751374559,"Nastola",912.580670542106,0.0260306421080799,"-0.0110515777145049",75.9162903874951
"16160","Okkeri",105,161,"1",0.50098364172827,"Nastola",967.499697944341,0.0268786475078052,"-0.0111003471189753",33.128796361534
"16200","Artjärvi Keskus",687,162,"2",1.00021343717923,"Orimattila",958.202453483232,0.0271364828802234,"-0.0113052484734954",68.6662451809491
"16230","Artjärvi Kirkonkylä",303,162,"2",0.727286275546649,"Orimattila",982.334860321841,0.0264723193587063,"-0.010777438794376",56.7748967323231
"16260","Hietana",182,162,"2",0.59639137890411,"Orimattila",979.129325836435,0.0265595952807902,"-0.0108467968288623",46.0977798046
"16270","Villikkala",151,162,"2",0.933566277318393,"Orimattila",1291.11102363407,0.0327799411585776,"-0.0100625368151089",17.5958669721593
"16280","Kuivanto",616,162,"2",0.889259040908554,"Orimattila",1078.22580859812,0.0269684251420068,"-0.0104306669634554",79.491679207602
"16300","Orimattila Keskus",10683,163,"3",1.64342222621013,"Orimattila",1103.86642169972,0.0264301053449049,"-0.00997568219143201",242.812478588158
"16310","Virenoja",604,163,"3",1.26002174868014,"Orimattila",1053.7160980787,0.0274951053633613,"-0.0108758140335285",33.1906066139879
"16320","Pennala",998,163,"3",1.55074999818504,"Orimattila",1041.44616573511,0.0277633892128767,"-0.0111025659879736",28.0789292843122
"16330","Heinämaa",333,163,"3",0.975579638938629,"Orimattila",1046.50181219859,0.027652465874678,"-0.0110088142255192",35.226102508575
"16350","Niinikoski",329,163,"3",0.830688638533369,"Orimattila",1001.60916530374,0.0264170653636543,"-0.0107422416290723",48.5855652153069
"16390","Pakaa",295,163,"3",0.890594568275075,"Orimattila",841.62659929244,0.0246966773130477,"-0.0110832221554375",37.9513690969991
"16450","Mallusjoki",504,164,"4",0.950723287810532,"Orimattila",952.632495091966,0.0261325288326209,"-0.0109891509527824",56.4556287633897
"16500","Herrala",885,165,"5",1.18334895701958,"Hollola",936.772445268792,0.0266155851683769,"-0.0113496002261283",58.0222162944277
"16510","Luhtikylä",461,165,"5",0.913998296042819,"Orimattila",1127.57870378086,0.0256754764226235,"-0.00883843518629539",56.1956409939612
"16540","Mertie",289,165,"5",0.682507522555845,"Kärkölä",1317.48065013104,0.0305501195313636,"-0.00930565307228942",60.0330378082856
"16600","Järvelä",3073,166,"6",1.55321647016822,"Kärkölä",1065.98339275446,0.0271604768788776,"-0.0102601230123829",85.9698343825615
"16610","Kärkölä kk",771,166,"6",1.03776572303404,"Kärkölä",1066.6851894746,0.0271455237243262,"-0.0102468054742176",70.6787166207125
"16630","Tennilä",330,166,"6",0.992295965852929,"Hollola",929.835614369793,0.0255906710391268,"-0.0107112306655561",33.5906164501844
"16670","Lappila",641,166,"6",1.00059587020732,"Kärkölä",990.805231399895,0.0255903487121845,"-0.0105847731685278",64.0121124234877
"16710","Hollola kk",965,167,"7",1.37846359296199,"Hollola",946.120333750271,0.0268593138795839,"-0.0115681102759322",40.3704620810897
"16730","Kutajärvi",1007,167,"7",1.13168572996446,"Hollola",1072.99613432539,0.025277624974228,"-0.0102181839255607",74.3607464364957
"16790","Manskivi",104,167,"7",0.503824446226139,"Hollola",1026.16083382198,0.0251391560203871,"-0.010692384991084",32.5993464222706
"16800","Hämeenkoski",2075,168,"8",1.01490788052841,"Hämeenkoski",993.594261548698,0.0266401524316362,"-0.0109488514603915",200.498081114162
"16900","Lammi kk",5006,169,"9",1.07025511851108,"Hämeenlinna",931.591386023201,0.0283191865054064,"-0.0123082362588767",425.829482538965
"16960","Iso-Evo",175,169,"9",0.778407089757126,"Hämeenlinna",1163.67811889221,0.0225662662435648,"-0.00760894300634247",29.1494898786292
"16970","Evo",73,169,"9",-0.0804506497350256,"Hämeenlinna",1088.80917524623,0.0235970459029073,"-0.00902883982578533",87.8564214825653
"16980","Ronni",11,169,"9",0.578124619162346,"Hämeenlinna",1101.25049999245,0.0234209367927568,"-0.00878624989581218",2.90581570056564
"17110","Sipilä",1318,171,"1",1.89191816721624,"Hollola",1051.75009044635,0.0241338023913406,"-0.00976822076315053",16.904302005369
"17120","Paimela",579,171,"1",1.00688610525106,"Hollola",1276.94118808921,0.0228974694593197,"-0.00731319964850456",56.9891866121633
"17130","Vesivehmaa",780,171,"1",1.15809418107475,"Asikkala",1046.16024482371,0.0247572057945609,"-0.0102922070925094",54.200141657965
"17150","Urajärvi",378,171,"1",0.546024564740791,"Asikkala",1082.41997737498,0.0242587381924051,"-0.00956420345494569",107.514548408009
"17200","Vääksy Keskus",5357,172,"2",1.72265640592014,"Asikkala",1056.69479784341,0.0240611005160794,"-0.00966807408241693",101.453080980485
"17220","Pietilä",166,172,"2",0.11972306792378,"Asikkala",1062.66223648542,0.0239738131361661,"-0.0095478358996074",126.004199639435
"17240","Kalkkinen",438,172,"2",0.567603037064747,"Asikkala",1068.93313450275,0.0238826135861109,"-0.00942220871063026",118.541678791171
"17320","Asikkala",353,173,"3",0.608446722558852,"Asikkala",1087.48886137817,0.0236158531547998,"-0.00905474677583285",86.9616923341786
"17410","Viitaila",261,174,"4",0.683392060418413,"Asikkala",1057.61778687349,0.024047567523445,"-0.00964943241343847",54.1063760866911
"17430","Kurhila",302,174,"4",0.76169640519676,"Asikkala",1072.098126171,0.0238367871216629,"-0.00935908285194038",52.2769856548118
"17440","Vähimaa",60,174,"4",0.990738113998581,"Asikkala",961.668082416957,0.0214630456706511,"-0.00928822115779397",6.12933186592244
"17450","Iso-Äiniö-Vähimaa",223,174,"4",0.620066211037565,"Asikkala",1025.3462670424,0.023850170093484,"-0.00983296783897269",53.4858192091493
"17470","Maakeski",287,174,"4",0.80104321414415,"Padasjoki",1140.75942669301,0.0220107899296883,"-0.00743138147583278",45.3773032681479
"17500","Padasjoki Keskus",1967,175,"5",0.77967086187816,"Padasjoki",1043.79985706785,0.02425141406163,"-0.00993023059237032",326.688237632932
"17510","Nyystölä",292,175,"5",0.422101027916512,"Padasjoki",1028.44960735037,0.0244810542137177,"-0.0102465594203699",110.479531405512
"17530","Arrakoski",243,175,"5",1.92231931366515,"Padasjoki",1027.19890590607,0.024499915500555,"-0.0102725408034407",2.90594212053222
"17610","Auttoinen",320,176,"6",0.445042654471223,"Padasjoki",1018.28054595411,0.0246350788984366,"-0.0104587281006169",114.843739091524
"17630","Vesijako",118,176,"6",0.247872584738004,"Padasjoki",1032.54409765797,0.0244194670467656,"-0.0101617232270272",66.6821236586863
"17710","Torittu",73,177,"7",0.231678198838312,"Padasjoki",955.379255979288,0.0255712284502467,"-0.0101185157979796",42.8198026417922
"17740","Kasiniemi-Torittu",51,177,"7",0.115626296140008,"Padasjoki",1011.40915877017,0.0243284270540786,"-0.0102656081721916",39.0790394136679
"17780","Harmoinen",63,177,"7",0.300751603900017,"Kuhmoinen",981.549919107587,0.0247931077697919,"-0.0109079125920091",31.5201986260374
"17800","Kuhmoinen Keskus",1924,178,"8",0.649857334567848,"Kuhmoinen",977.0883598302,0.0248637517187779,"-0.0110055601145611",430.871464788474
"17840","Harjunsalmi",81,178,"8",0.296955993027635,"Kuhmoinen",1010.12785132936,0.0247596779072058,"-0.0106303629739417",40.88170742795
"17850","Pihlajakoski",90,178,"8",-0.105785485067229,"Kuhmoinen",981.994173325083,0.0251975083183392,"-0.011233473447251",114.822763355869
"17870","Ruolahti",63,178,"8",-0.167013006397482,"Kuhmoinen",1005.37124468229,0.0248328392908407,"-0.0107311426264967",92.5451270227097
"17930","Päijälä",86,179,"9",0.0086450255548913,"Kuhmoinen",1383.2524142487,0.0128187816245514,"-0.00676879253682488",84.3050180456826
"17950","Kylämä",25,179,"9",-0.367278139055865,"Kuhmoinen",1269.9618871215,0.00520013529300927,"-0.00727587057720888",58.239568382187
"17970","Puukkoinen",36,179,"9",-0.0541716682242458,"Kuhmoinen",884.5846472249,-0.00858805627360503,"-0.0079403988537084",40.7825304377675
"18100","Heinola Keskus",7164,181,"1",2.0332636855926,"Heinola",1037.18269876757,-0.0103946430062592,"-0.00951624998471736",66.3577866181393
"18120","Reumasairaala-alue",920,181,"1",2.43221719165148,"Heinola",854.03241631921,0.00211218569096676,"-0.00931589889277574",3.40071812182887
"18130","Tommola-Sahanniemi",1891,181,"1",2.85364390901097,"Heinola",928.633681826808,0.0156079721085523,"-0.00943484127657764",2.64879055917878
"18150","Jyränkö",2475,181,"1",2.60519393808039,"Heinola",968.837390428354,0.0112292106215409,"-0.00976211378535766",6.14301060675028
"18200","Kaakonlampi-Pyhätön",2155,182,"2",2.51685743380828,"Heinola",993.540043861981,0.0200367512762387,"-0.0117155734228906",6.55525877713116
"18300","Heinola kk",2946,183,"3",0.860224945411936,"Heinola",982.003494631352,0.0203010164402372,"-0.0119477347030314",406.450626300447
"18600","Myllyoja",831,186,"6",1.06177085764269,"Heinola",943.919956270945,0.0211959700995302,"-0.0127339661686715",72.0825540250229
"19110","Vierumäki taajama",686,191,"1",1.24808145282574,"Heinola",965.574486558973,0.0206827606434357,"-0.0122831032455965",38.7474086341967
"19120","Vierumäki urheiluopisto",133,191,"1",1.09295163260383,"Heinola",898.640509356098,0.0223082458577635,"-0.0137111186620002",10.7374216628605
"19160","Huutotöyry",493,191,"1",0.567592942973916,"Iitti",918.936215086411,0.0218029158153196,"-0.0132671779330283",133.43015063028
"19210","Lusi",490,192,"2",0.868858873963559,"Heinola",927.017959060259,0.0216047938581327,"-0.0130931245447248",66.27308784972
"19230","Onkiniemi",123,192,"2",-0.0853388918589605,"Sysmä",930.26048703871,0.0215257891784157,"-0.0130237176380304",149.707653487466
"19250","Syrjäkoski",57,192,"2",0.211301639382256,"Heinola",908.696032486317,0.0220564690150168,"-0.0134899285768695",35.040735735581
"19260","Paaso-Syrjäkoski",130,192,"2",0.327603853171583,"Heinola",953.84062425407,0.0209594058505123,"-0.0125261405965963",61.1419800676289
"19310","Karilanmaa",88,193,"3",0.373981444435399,"Sysmä",766.058404291506,0.0181840588106051,"-0.0131829025521407",37.1964272672866
"19320","Nikkaroinen",93,193,"3",0.0624599922632415,"Sysmä",877.888820405897,0.0202883838009755,"-0.0130338843447192",80.5421013672431
"19370","Nuoramoinen",451,193,"3",0.706461679457436,"Sysmä",807.022867036812,0.0202289339602832,"-0.0128612322545302",88.6573737785794
"19410","Kuortti",468,194,"4",0.776557222257034,"Pertunmaa",855.475866522523,0.0209725992172957,"-0.0135752697743964",78.2868161021922
"19420","Mansikkamäki",182,194,"4",0.534976920197283,"Pertunmaa",876.021641646115,0.0203447135920783,"-0.0130784552904074",53.099993483928
"19430","Pertunmaa Keskus",781,194,"4",0.876785684321816,"Pertunmaa",870.629090473743,0.0205080748547371,"-0.0132077148850725",103.720678610984
"19460","Ruorasmäki",126,194,"4",0.17328500365659,"Pertunmaa",907.443097946156,0.0220876884469954,"-0.0135173553598165",84.5445353167629
"19470","Lihavanpää-Hartosenpää",153,194,"4",0.505199704401876,"Pertunmaa",917.520903605404,0.0218377910377209,"-0.0132978163878112",47.8070258521885
"19480","Hartosenpää",69,194,"4",0.418843205015548,"Pertunmaa",967.807250857691,0.0158405149669409,"-0.0136983354915771",26.3030363851528
"19510","Lepsala",36,195,"5",0.0441334569114206,"Hartola",933.229987397018,0.0205062248115622,"-0.0130921517307837",32.5213858299773
"19540","Koitti-Lepsala",304,195,"5",0.190829069712264,"Hartola",931.00566060875,0.020563359424089,"-0.0131400551124864",195.904545956586
"19600","Hartola Keskus",2320,196,"6",0.913502426679965,"Hartola",927.554703961997,0.0206522722938437,"-0.0132146023431365",283.129784381771
"19610","Murakka",117,196,"6",0.535476698538786,"Hartola",969.472560648827,0.0169943863128899,"-0.0123475861495517",34.0964499249339
"19620","Pohela",190,196,"6",0.503088262065914,"Hartola",922.087817012569,0.0207938043621937,"-0.0133332670963132",59.6575396950396
"19630","Kalhonkylä",86,196,"6",0.452685385310331,"Hartola",948.370188742755,0.0232730769306392,"-0.011703560322681",30.3258558257753
"19650","Joutsa Keskus",3523,196,"6",0.834248550760496,"Joutsa",964.980012035738,0.020714397167073,"-0.0120468769336178",516.017098473048
"19670","Mieskonmäki",188,196,"6",0.372453767348934,"Joutsa",907.213804883588,0.0221057962574443,"-0.0132914316911635",79.7451137585648
"19700","Sysmä Keskus",3099,197,"7",0.840487440492332,"Sysmä",936.344146588024,0.0213934096837183,"-0.0126542283857439",447.43930912993
"19730","Särkilampi",32,197,"7",0.913540575451616,"Sysmä",917.967241134187,0.0218267868626417,"-0.0132881490395515",3.90489538109373
"19740","Liikola",123,197,"7",0.0833369835357953,"Sysmä",940.910043566368,0.0212682350560696,"-0.0127974521180326",101.523861486297
"19770","Valittula",134,197,"7",0.508395398790419,"Sysmä",938.995510012494,0.0213143214538075,"-0.0128379397741959",41.5632404397589
"19850","Putkijärvi-Siltasuo",107,198,"8",0.197288777363066,"Hartola",922.213228300029,0.0217223714298448,"-0.0131964183695767",67.9352222167268
"19910","Tammijärvi",455,199,"9",0.525171726546123,"Luhanka",2419.407584,0.0425652886941182,"-0.00257043756432761",135.781208619874
"19920","Pappinen",178,199,"9",0.498117935242047,"Joutsa",1760.10986339188,0.0434691031692514,"-0.00400421426057282",56.5330045003028
"19950","Luhanka",310,199,"9",0.258583073868508,"Luhanka",1189.01539614076,0.0250764240701886,"-0.00703863810996338",170.9143863125
"20100","Turku Keskus",24887,201,"1",3.15475189069977,"Turku",1117.07812912805,0.0319248503554208,"-0.0100653662843805",17.4269207851457
"20200","Iso-Heikkilä",1899,202,"2",2.83707143667716,"Turku",1505.52280370486,0.031701091867026,"-0.00612628394169101",2.76346219742757
"20210","Pahaniemi",4166,202,"2",3.03510489690265,"Turku",1828.81607125694,0.0454798076951457,"-0.00633419237216561",3.84250435781638
"20240","Pansio-Perno",5202,202,"2",2.74100130548644,"Turku",1638.04145220412,0.0319800519175694,"-0.00543344457511537",9.44428408824555
"20250","Pitkämäki-Muhkuri",746,202,"2",2.7369515369569,"Turku",1275.29944914001,0.0277925441093813,"-0.0074117303374942",1.36705910108637
"20300","Pohjola-Kastu",6268,203,"3",3.21781929551253,"Turku",1984.38394570168,0.0333321140626604,"-0.00617241851818174",3.79585568236315
"20320","Kuninkoja-Mälikkälä",15842,203,"3",3.2096185473399,"Turku",1800.98058689166,0.0320297763644951,"-0.00572309008372319",9.77668137470397
"20360","Kärsämäki-Urusvuori-Halinen",10868,203,"3",2.82736209687652,"Turku",1159.18233024218,0.0285479578060127,"-0.00875098970662969",16.1728862822847
"20380","Räntämäki-Saramäki",2804,203,"3",2.11598767973558,"Turku",2362.13644974932,0.0370325154098078,"-0.00105921814473543",21.4679378614298
"20400","Moisio",3234,204,"4",2.47467954604625,"Turku",2118.55159144043,0.0379427643583469,"0.000112307474364959",10.840778464201
"20460","Jäkärlä",3550,204,"4",2.26119845446012,"Turku",1638.8943110037,0.0344230199842502,"-0.00340049858460468",19.4549401271722
"20500","Vesilinna",5907,205,"5",3.79578605236976,"Turku",1211.48772853723,0.0242291146352802,"-0.00663588463751578",0.9453245105068
"20520","Kupittaa",2833,205,"5",3.12177439029087,"Turku",2064.04450098775,0.0301834880898933,"-0.00522391072944502",2.14028784084427
"20540","Nummi-Ylioppilaskylä",20103,205,"5",3.26032932094477,"Turku",2297.97250813179,0.0291774128806012,"-0.00186454503187625",11.0390462197963
"20610","Varissuo",12842,206,"6",3.568104952946,"Turku",1785.8438856673,0.0294413663008368,"-0.00453543632418855",3.47158427602872
"20660","Littoinen",7326,206,"6",2.56312284000619,"Kaarina",1377.46307716094,0.0268938561479046,"-0.00858246291420014",20.0329115871223
"20700","Vartiovuori-Samppalinna",5528,207,"7",3.7109711544003,"Turku",1645.00334742258,0.0234148124305943,"-0.0051806212130469",1.07546648263882
"20720","Vasaramäki",5988,207,"7",3.2734905361107,"Turku",1211.89967267004,0.0311514342282719,"-0.00885091638658286",3.19000420517936
"20730","Skanssi",25,207,"7",1.33105052035348,"Turku",1712.47657750303,0.0350120649581721,"-0.00711392721667674",1.16651274548304
"20740","Ilpoinen-Harittu",9491,207,"7",3.26380989594094,"Turku",1710.5887552988,0.0275967599014543,"-0.00735887014052222",5.17013731107838
"20750","Huhkola-Lauste-Vaala",5125,207,"7",3.2226947093884,"Turku",1440.07367981929,0.0280219530458208,"-0.0087331131126888",3.06901605478046
"20760","Piispanristi",3980,207,"7",2.54854454169822,"Kaarina",2297.04201750191,0.0410365994163157,"-0.00533919309398671",11.2548193966747
"20780","Kaarina Keskus",11103,207,"7",2.8053552921044,"Kaarina",1742.78655922282,0.0223908191876087,"-0.00577912688737163",17.3814117489717
"20800","Ammattikorkeakoulu",0,208,"NaN",NA,"",2232.17225019775,0.0324741730561306,"-0.00427290662948035",NA
"20810","Martti-Korppolaismäki",15739,208,"8",3.53665807095908,"Turku",1557.32381436568,0.0297410174039409,"-0.00752103767544703",4.57424123337409
"20880","Uittamo",4142,208,"8",3.31852335180861,"Turku",1936.1003915446,0.0342345002142795,"-0.0103795838689227",1.98923798109302
"20900","Moikoinen-Pikisaari",8236,209,"9",2.43385684890249,"Turku",1694.32427109977,0.0266519566540619,"-0.00931261283055857",30.3290976256446
"20960","Kakskerta",1440,209,"9",1.4698912645995,"Turku",1863.30696750685,0.0272466358257531,"-0.00964158437134361",48.8057765793398
"21100","Naantali Keskus",6853,211,"1",2.07386539897724,"Naantali",1414.17982315366,0.0290907895263769,"-0.0118699249292277",57.8116457544755
"21110","Taimo-Nuhjala-Lietsala",7354,211,"1",2.72546369189245,"Naantali",1104.03392995992,0.019827062786281,"-0.0128373995050891",13.8375732749924
"21120","Viherjäinen",1904,211,"1",2.41176682736424,"Raisio",1287.22070638336,0.0284799388878361,"-0.0129144989407496",7.37734539172074
"21130","Poikko",595,211,"1",1.18657038261961,"Naantali",1788.66851280099,0.0281453826527483,"-0.0107768518597871",38.7210016346575
"21140","Rymättylä Keskus",1338,211,"1",1.09891138890655,"Naantali",1316.36680140556,0.0286253395560263,"-0.0126658591756964",106.547858316013
"21150","Röölä",300,211,"1",0.489271351248137,"Naantali",1296.26560000398,0.0285254103726839,"-0.0128367412560711",97.2411090669601
"21160","Merimasku",1695,211,"1",1.27911080533283,"Naantali",1508.5200287752,0.0316921180642398,"-0.0100512012474886",89.1371814064893
"21180","Livonsaari",204,211,"1",0.65524931491529,"Naantali",1514.42725704511,0.0203287260888256,"-0.0113916399564626",45.1212219534944
"21195","Velkua",235,211,"1",0.541178020962231,"Naantali",1433.12967722621,0.026891616980295,"-0.0114961140595555",67.5911508855623
"21200","Raisio Keskus",12071,212,"2",2.7231859827948,"Raisio",1447.69422128935,0.0320178114103186,"-0.0118030348350575",22.8326998236944
"21210","Hakinmäki",2601,212,"2",2.84470599313219,"Raisio",1383.43243354815,0.0295664879804686,"-0.0124275433881214",3.71907005460263
"21220","Somersoja",1406,212,"2",2.28765703203429,"Raisio",1707.88968959951,0.0354420694355577,"-0.0111317211456132",7.24983777334187
"21230","Lemu",1857,212,"2",1.61505566908448,"Masku",1744.31411183862,0.0383103428652761,"-0.0118722123596236",45.056373643193
"21240","Askainen Keskus",875,212,"2",1.22182925048577,"Masku",1419.13737442099,0.0347312957559694,"-0.0123594617630164",52.5023572193071
"21250","Masku",6718,212,"2",1.87586119322654,"Masku",2067.54033703048,0.0296144543691228,"-0.00903244596493051",89.4084994781395
"21260","Ihala",3814,212,"2",3.02563114806552,"Raisio",1792.46303990315,0.0275984030628719,"-0.0109343577624819",3.59541926095476
"21270","Nousiainen",4843,212,"2",1.33678656026238,"Nousiainen",1415.20102075007,0.0269919720048831,"-0.0111432339954224",223.011833757279
"21280","Kuloinen",2275,212,"2",2.76774258818382,"Raisio",1388.19847462163,0.0296687783690866,"-0.0111695710298704",3.88363863453378
"21290","Rusko",3960,212,"2",1.88561271896088,"Rusko",1300.64502168259,0.0286031434203761,"-0.0119872657737563",51.5326489197626
"21310","Vahto",1776,213,"3",1.48638469226833,"Rusko",1490.76740676863,0.029459855687538,"-0.010394426161609",57.9506443435331
"21330","Paattinen",1836,213,"3",1.66875289302192,"Turku",1523.05415207145,0.0300598155949044,"-0.0111690771694738",39.3658636453356
"21340","Tortinmäki",601,213,"3",1.14449112069589,"Turku",1324.55673621096,0.0287175399559748,"-0.0117745743715455",43.0906803675601
"21350","Ilmarinen",1877,213,"3",2.21043172234344,"Lieto",1329.19518486538,0.0260033431975877,"-0.0110629785645419",11.56198895803
"21360","Lieto Asemanseutu",1854,213,"3",1.55312556301912,"Lieto",1462.4432976222,0.0291843318088047,"-0.0102337312167863",51.8781125217395
"21370","Käyrä",600,213,"3",1.28682585390376,"Aura",1670.93565879059,0.0355951859081209,"-0.0100780085369545",30.9974091981074
"21380","Aura Keskus",3354,213,"3",1.68210823299129,"Aura",1259.09251100589,0.0282174682898978,"-0.0120392343169964",69.7356455039125
"21410","Vanhalinna",2102,214,"4",2.44635444766759,"Lieto",1110.39971989439,0.0230202559399756,"-0.012507630523058",7.52104633110886
"21420","Lieto Keskus",7682,214,"4",2.07720634158734,"Lieto",1217.35332754023,0.0279997577588201,"-0.0124457829467901",64.3084380285798
"21430","Yliskulma",805,214,"4",1.23464118925208,"Lieto",1039.90132307003,0.0237289290077219,"-0.0127154656916283",46.8980398272326
"21450","Tarvasjoki Keskus",1854,214,"4",1.28320446684316,"Lieto",1575.44692803686,0.0351120341996328,"-0.0109878883195995",96.5840167553248
"21480","Prunkila",348,214,"4",0.961797368128542,"Marttila",1272.19482009911,0.0292506105247394,"-0.0122215221255493",37.9998494334455
"21490","Marttila",1094,214,"4",1.24612572947051,"Marttila",1330.01764719619,0.0295630000976547,"-0.0117076292703707",62.0714073837645
"21500","Piikkiö",7096,215,"5",1.85009818405217,"Kaarina",1343.59160074473,0.0302029457446222,"-0.0113883340741381",100.211006188137
"21510","Hevonpää",469,215,"5",1.03327448640946,"Paimio",1399.55775892625,0.0299211812599415,"-0.0111184074905238",43.4408541883661
"21520","Naskarla",11,215,"5",1.37881286088808,"Paimio",1271.87009951606,0.0292488164104792,"-0.0122244735124701",0.459811495117049
"21530","Paimio Keskus",8263,215,"5",1.78948437734205,"Paimio",1227.75350718191,0.0290007083300069,"-0.0126326208417068",134.16936842107
"21540","Preitilä",1407,215,"5",1.77500193797681,"Paimio",1154.49321136565,0.0265307936077366,"-0.0120536073617544",23.6206671309113
"21555","Taatila",333,215,"5",1.03128999211497,"Paimio",1214.52981619324,0.0289246004965246,"-0.0127578211532432",30.9851955521732
"21560","Ollila",536,215,"5",0.75685425464355,"Marttila",1400.50678779014,0.0440354024222327,"-0.00930924027146321",93.8232634784217
