year pnro price n
2012 06750 2663.0 7
2012 07170 2179.0 7
2012 07230 1965.0 10
2012 07500 1890.0 6
2012 07560 1567.0 6
2012 07900 1667.0 54
2012 07910 937.0 11
2012 07920 1174.0 17
2012 07940 1182.0 13
2012 08100 2300.0 172
2012 08150 2085.0 39
2012 08200 1588.0 71
2012 08350 1565.0 53
2012 08500 2067.0 56
2012 08680 2157.0 19
2012 08700 1711.0 80
2012 09220 1528.0 11
2012 10210 1676.0 19
2012 10300 1454.0 71
2012 10320 1179.0 12
2012 10420 1090.0 16
2012 10600 2171.0 66
2012 10640 1775.0 6
2012 10650 1589.0 26
2012 10820 749.0 9
2012 10900 1386.0 59
2012 11100 1717.0 204
2012 11120 1572.0 69
2012 11130 1630.0 97
2012 11310 1349.0 9
2012 11710 1787.0 20
2012 11910 1800.0 34
2012 12100 1226.0 16
2012 12240 1286.0 7
2012 12310 1548.0 12
2012 12400 1188.0 72
2012 12540 1349.0 9
2012 12700 1348.0 26
2012 13100 2178.0 261
2012 13130 1963.0 133
2012 13200 2245.0 44
2012 13210 1777.0 141
2012 13220 2193.0 20
2012 13250 1320.0 20
2012 13270 2198.0 10
2012 13300 1873.0 29
2012 13430 1895.0 6
2012 13500 1786.0 154
2012 13600 1583.0 53
2012 13720 1643.0 48
2012 13800 1786.0 14
2012 13880 1954.0 7
2012 14200 1414.0 131
2012 14500 1290.0 16
2012 14700 1097.0 13
2012 15100 2096.0 98
2012 15110 2372.0 72
2012 15140 2357.0 332
2012 15150 1810.0 135
2012 15160 2325.0 15
2012 15170 1287.0 93
2012 15200 1430.0 48
2012 15210 1368.0 99
2012 15230 1561.0 23
2012 15240 1298.0 136
2012 15300 1569.0 44
2012 15320 1847.0 8
2012 15500 1208.0 90
2012 15520 1513.0 53
2012 15540 1655.0 26
2012 15550 1157.0 50
2012 15560 1264.0 54
2012 15610 1982.0 42
2012 15700 1679.0 95
2012 15800 1582.0 54
2012 15810 1477.0 8
2012 15830 1293.0 100
2012 15840 1371.0 30
2012 15860 1332.0 86
2012 15870 1660.0 53
2012 15880 1432.0 38
2012 15900 2496.0 24
2012 15950 1693.0 92
2012 16100 705.0 12
2012 16300 1291.0 130
2012 16600 1190.0 25
2012 16800 1250.0 10
2012 16900 1192.0 41
2012 17200 1320.0 65
2012 17500 1045.0 13
2012 17800 953.0 13
2012 18100 1399.0 168
2012 18130 793.0 81
2012 18150 983.0 66
2012 18200 833.0 46
2012 18300 828.0 22
2012 19430 865.0 6
2012 19600 993.0 15
2012 19650 956.0 33
2012 19700 969.0 36
2012 20100 2649.0 653
2012 20200 1960.0 84
2012 20210 1213.0 76
2012 20240 1204.0 43
2012 20300 2009.0 96
2012 20320 1733.0 363
2012 20360 1351.0 243
2012 20380 2231.0 13
2012 20460 1196.0 63
2012 20500 2491.0 136
2012 20520 2363.0 63
2012 20540 1763.0 221
2012 20610 1282.0 243
2012 20660 2374.0 29
2012 20700 2440.0 146
2012 20720 1864.0 125
2012 20740 1687.0 151
2012 20750 1293.0 107
2012 20760 1889.0 60
2012 20780 1659.0 167
2012 20810 2469.0 339
2012 20880 1766.0 89
2012 20900 2346.0 44
2012 21100 1991.0 108
2012 21110 1739.0 100
2012 21120 2127.0 6
2012 21140 968.0 10
2012 21160 1795.0 19
2012 21200 1556.0 285
2012 21210 1496.0 49
2012 21220 1403.0 15
2012 21230 1687.0 7
2012 21250 1764.0 55
2012 21260 2118.0 28
2012 21270 1642.0 25
2012 21280 2153.0 22
2012 21290 1837.0 15
2012 21310 1438.0 9
2012 21380 1329.0 31
2012 21420 1704.0 60
2012 21450 935.0 7
2012 21490 1015.0 10
2012 21500 1645.0 65
2012 21530 1370.0 109
2012 21570 1119.0 19
2012 21600 1571.0 97
2012 21620 1855.0 10
2012 21660 1458.0 10
2012 21800 1039.0 20
2012 21870 1254.0 15
2012 21900 1215.0 12
2012 23100 1339.0 39
2012 23200 860.0 8
2012 23310 1195.0 10
2012 23500 1090.0 208
2012 23600 1035.0 15
2012 23800 1131.0 67
2012 24100 1479.0 173
2012 24130 1246.0 25
2012 24240 1382.0 42
2012 24260 1208.0 47
2012 24280 1537.0 58
2012 24800 1324.0 71
2012 25250 1147.0 9
2012 25360 1273.0 11
2012 25500 1078.0 18
2012 25700 1172.0 16
2012 25900 1202.0 6
2012 26100 1619.0 309
2012 26200 1516.0 91
2012 26660 1319.0 95
2012 26820 1115.0 23
2012 27100 1298.0 17
2012 27230 907.0 12
2012 27430 920.0 9
2012 27500 1134.0 15
2012 27510 1166.0 36
2012 27600 800.0 6
2012 27710 739.0 7
2012 27800 1304.0 19
2012 27910 590.0 8
2012 28100 1897.0 345
2012 28120 1426.0 48
2012 28130 1463.0 89
2012 28190 862.0 133
2012 28200 1422.0 30
2012 28220 1475.0 37
2012 28300 1683.0 29
2012 28330 1000.0 53
2012 28360 1507.0 56
2012 28370 953.0 64
2012 28400 1393.0 53
2012 28430 1416.0 12
2012 28450 1116.0 38
2012 28500 1098.0 8
2012 28600 1519.0 42
2012 28610 1444.0 53
2012 28660 1509.0 45
2012 28760 1211.0 13
2012 28800 787.0 34
2012 28840 573.0 12
2012 29100 1240.0 8
2012 29200 946.0 75
2012 29250 1093.0 30
2012 29630 994.0 7
2012 30100 1364.0 113
2012 30300 769.0 50
2012 30420 1188.0 70
2012 31300 1245.0 24
2012 31400 1071.0 65
2012 31500 984.0 21
2012 31600 1179.0 24
2012 31640 721.0 21
2012 31760 1094.0 13
2012 31900 918.0 7
2012 32100 1005.0 9
2012 32200 1204.0 117
2012 32210 968.0 30
2012 32440 789.0 14
2012 32500 1014.0 6
2012 32610 812.0 7
2012 32700 1044.0 109
2012 32740 771.0 28
2012 32800 990.0 32
2012 32810 1812.0 17
2012 33100 2973.0 468
2012 33180 3568.0 20
2012 33200 3093.0 187
2012 33210 2924.0 129
2012 33230 3016.0 208
2012 33240 2538.0 37
2012 33250 2565.0 71
2012 33270 2392.0 170
2012 33300 1957.0 108
2012 33310 1517.0 138
2012 33330 1699.0 55
2012 33340 1960.0 74
2012 33400 2071.0 71
2012 33410 1576.0 158
2012 33420 1866.0 16
2012 33430 1928.0 68
2012 33450 2021.0 37
2012 33470 1834.0 88
2012 33480 1874.0 113
2012 33500 2767.0 293
2012 33520 2039.0 26
2012 33530 2227.0 102
2012 33540 2652.0 247
2012 33560 2260.0 193
2012 33580 2323.0 240
2012 33610 2207.0 99
2012 33700 2499.0 25
2012 33710 1962.0 285
2012 33720 1754.0 451
2012 33730 2078.0 31
2012 33800 1913.0 129
2012 33820 2143.0 137
2012 33840 1573.0 83
2012 33850 1297.0 91
2012 33880 1494.0 65
2012 33900 2333.0 203
2012 33950 2067.0 89
2012 33960 2183.0 194
2012 34300 1196.0 8
2012 34600 880.0 32
2012 34800 923.0 52
2012 35100 1136.0 24
2012 35300 1278.0 65
2012 35700 833.0 18
2012 35800 797.0 65
2012 36110 1944.0 35
2012 36200 1925.0 121
2012 36220 1664.0 75
2012 36240 1834.0 92
2012 36270 1677.0 12
2012 36420 1449.0 8
2012 36600 1582.0 26
2012 36760 1399.0 9
2012 37100 1739.0 152
2012 37120 1750.0 178
2012 37130 1673.0 57
2012 37140 1935.0 20
2012 37150 1715.0 75
2012 37200 1028.0 29
2012 37240 946.0 21
2012 37470 1525.0 11
2012 37500 1920.0 78
2012 37550 1873.0 53
2012 37560 2066.0 18
2012 37600 1230.0 184
2012 37630 1243.0 130
2012 37800 1248.0 121
2012 37830 1185.0 51
2012 38200 1538.0 97
2012 38210 1047.0 33
2012 38300 856.0 6
2012 38460 1238.0 11
2012 38700 1262.0 51
2012 38710 928.0 25
2012 39100 1404.0 37
2012 39160 1948.0 29
2012 39200 1149.0 25
2012 39500 1111.0 51
2012 39700 1032.0 47
2012 40100 2536.0 364
2012 40200 2369.0 87
2012 40250 1840.0 118
2012 40270 1820.0 169
2012 40320 1585.0 60
2012 40340 1259.0 108
2012 40400 1768.0 85
2012 40420 1816.0 65
2012 40500 2142.0 38
2012 40520 2163.0 218
2012 40530 2031.0 37
2012 40600 2001.0 35
2012 40630 1659.0 23
2012 40640 1346.0 105
2012 40700 2127.0 103
2012 40720 2161.0 71
2012 40740 1602.0 99
2012 40800 1451.0 98
2012 40820 1314.0 19
2012 40900 1348.0 38
2012 40930 1444.0 9
2012 40950 1698.0 57
2012 41160 1406.0 50
2012 41310 1791.0 20
2012 41330 1139.0 9
2012 41340 1644.0 71
2012 41400 1079.0 21
2012 41500 679.0 8
2012 41520 934.0 15
2012 41660 1153.0 10
2012 41800 1210.0 29
2012 41900 1278.0 13
2012 42100 1322.0 132
2012 42220 680.0 12
2012 42300 866.0 42
2012 42600 792.0 11
2012 42700 1029.0 99
2012 43100 1075.0 49
2012 43500 1011.0 17
2012 43900 741.0 7
2012 44100 1169.0 60
2012 44120 952.0 13
2012 44150 1047.0 33
2012 44200 765.0 58
2012 44280 825.0 7
2012 44300 1063.0 9
2012 44500 1067.0 43
2012 44800 1038.0 21
2012 45100 1505.0 165
2012 45120 1532.0 31
2012 45130 1326.0 34
2012 45150 1090.0 80
2012 45160 1135.0 100
2012 45200 1144.0 159
2012 45360 1339.0 42
2012 45370 1338.0 27
2012 45610 1148.0 31
2012 45700 1131.0 140
2012 45720 1436.0 13
2012 45740 1178.0 24
2012 45910 732.0 13
2012 46800 942.0 27
2012 46810 916.0 6
2012 46900 890.0 20
2012 47200 784.0 16
2012 47400 1158.0 27
2012 48100 1664.0 283
2012 48200 1114.0 35
2012 48310 1918.0 54
2012 48350 822.0 95
2012 48400 1332.0 49
2012 48410 1288.0 12
2012 48600 1247.0 104
2012 48700 1054.0 43
2012 48770 1190.0 7
2012 48800 1573.0 12
2012 48900 1098.0 14
2012 49210 1358.0 7
2012 49220 1511.0 8
2012 49400 1348.0 118
2012 49410 978.0 28
2012 49420 1043.0 12
2012 49460 924.0 11
2012 49510 780.0 14
2012 49900 942.0 9
2012 50100 1968.0 232
2012 50120 1398.0 38
2012 50130 1874.0 35
2012 50160 1233.0 65
2012 50170 1847.0 38
2012 50190 1789.0 64
2012 50500 1632.0 22
2012 50600 1688.0 50
2012 50670 1229.0 10
2012 50970 2663.0 6
2012 51200 1077.0 41
2012 51900 1026.0 43
2012 52100 1208.0 12
2012 52200 891.0 10
2012 52300 1152.0 24
2012 52550 1123.0 13
2012 52700 1004.0 38
2012 53100 2259.0 309
2012 53200 1467.0 33
2012 53300 1509.0 61
2012 53400 1497.0 7
2012 53500 1897.0 26
2012 53600 2099.0 37
2012 53650 1434.0 6
2012 53810 1410.0 104
2012 53850 1494.0 90
2012 53900 2250.0 64
2012 53920 1390.0 79
2012 53950 1338.0 26
2012 54100 1281.0 54
2012 54110 1501.0 15
2012 54500 913.0 25
2012 54530 1304.0 8
2012 54710 1364.0 11
2012 54800 1324.0 15
2012 54915 1550.0 13
2012 55100 1359.0 129
2012 55120 1018.0 72
2012 55300 1166.0 10
2012 55510 732.0 22
2012 55610 889.0 35
2012 55700 1053.0 17
2012 55800 838.0 48
2012 55910 633.0 13
2012 56100 1282.0 19
2012 56800 840.0 13
2012 57100 1635.0 114
2012 57130 1691.0 69
2012 57170 1289.0 69
2012 57200 1307.0 49
2012 57210 1174.0 36
2012 57220 802.0 6
2012 57230 931.0 36
2012 57510 1263.0 7
2012 57600 1344.0 12
2012 57710 1255.0 35
2012 58200 1026.0 25
2012 58500 910.0 26
2012 58700 663.0 11
2012 58900 766.0 16
2012 59100 930.0 10
2012 60100 1899.0 209
2012 60120 1618.0 28
2012 60150 1358.0 55
2012 60200 1909.0 141
2012 60220 1789.0 50
2012 60320 1806.0 107
2012 60510 1877.0 150
2012 60550 1451.0 32
2012 60720 1508.0 9
2012 60800 1406.0 27
2012 61300 1251.0 43
2012 61400 1284.0 12
2012 61500 937.0 13
2012 61600 979.0 31
2012 61800 1331.0 56
2012 61850 3395.0 7
2012 62100 1430.0 91
2012 62200 1079.0 36
2012 62300 971.0 7
2012 62375 810.0 10
2012 62900 1192.0 19
2012 63100 937.0 6
2012 63300 1148.0 47
2012 63610 1355.0 8
2012 63700 1069.0 36
2012 64100 932.0 18
2012 64200 1055.0 9
2012 64260 645.0 12
2012 64700 838.0 17
2012 65100 2192.0 416
2012 65200 1820.0 130
2012 65230 1533.0 56
2012 65280 1816.0 108
2012 65300 1923.0 32
2012 65320 1606.0 95
2012 65350 1512.0 72
2012 65370 1146.0 53
2012 65380 1484.0 34
2012 65520 1716.0 12
2012 65610 1756.0 114
2012 65630 1628.0 13
2012 66100 1532.0 12
2012 66200 1221.0 8
2012 66400 1314.0 43
2012 66500 1060.0 9
2012 66530 983.0 9
2012 66900 1142.0 18
2012 67100 1872.0 168
2012 67200 1493.0 62
2012 67300 1883.0 38
2012 67400 1791.0 31
2012 67700 1480.0 24
2012 67800 1122.0 38
2012 68300 1017.0 12
2012 68600 1280.0 105
2012 68620 1153.0 47
2012 68630 1210.0 22
2012 68660 788.0 58
2012 69100 1057.0 36
2012 69300 789.0 10
2012 69600 1024.0 10
2012 70100 2416.0 353
2012 70110 2331.0 118
2012 70150 1803.0 102
2012 70200 1718.0 150
2012 70260 1865.0 61
2012 70280 1536.0 40
2012 70300 2285.0 12
2012 70340 1539.0 59
2012 70420 1683.0 55
2012 70460 1430.0 111
2012 70500 1647.0 178
2012 70600 2227.0 75
2012 70620 1882.0 54
2012 70700 1802.0 71
2012 70780 1813.0 78
2012 70800 2000.0 21
2012 70820 2012.0 165
2012 70840 2430.0 36
2012 70900 1998.0 17
2012 70910 1733.0 67
2012 71200 859.0 13
2012 71750 1063.0 16
2012 71800 1636.0 102
2012 71850 1522.0 30
2012 72210 847.0 8
2012 72300 699.0 9
2012 72400 921.0 24
2012 72600 803.0 11
2012 73100 1168.0 49
2012 73300 1249.0 31
2012 73500 858.0 18
2012 73600 896.0 17
2012 74100 1606.0 118
2012 74120 1404.0 114
2012 74130 1388.0 47
2012 74200 807.0 13
2012 74300 919.0 15
2012 74700 957.0 44
2012 75500 765.0 39
2012 75530 969.0 22
2012 75700 619.0 13
2012 76100 959.0 100
2012 76120 886.0 12
2012 76130 1080.0 6
2012 76150 838.0 43
2012 76850 968.0 15
2012 77600 998.0 85
2012 77700 902.0 14
2012 78200 938.0 95
2012 78210 905.0 8
2012 78250 942.0 24
2012 78300 735.0 19
2012 78310 1191.0 10
2012 78400 973.0 12
2012 78500 865.0 19
2012 78850 970.0 52
2012 78870 932.0 23
2012 79100 1115.0 66
2012 79600 876.0 14
2012 79700 762.0 12
2012 80100 2290.0 228
2012 80110 2353.0 157
2012 80140 1899.0 79
2012 80160 1607.0 162
2012 80170 1733.0 41
2012 80200 2202.0 93
2012 80220 2034.0 26
2012 80230 1762.0 69
2012 80260 1741.0 60
2012 80330 1786.0 33
2012 80400 1564.0 39
2012 80710 1922.0 58
2012 81100 1626.0 24
2012 81200 925.0 22
2012 81700 883.0 64
2012 81720 667.0 20
2012 82140 691.0 6
2012 82200 1017.0 14
2012 82500 1019.0 81
2012 82600 761.0 16
2012 82900 762.0 18
2012 83100 1028.0 23
2012 83400 847.0 12
2012 83500 953.0 48
2012 83700 847.0 11
2012 83900 845.0 22
2012 84100 1529.0 118
2012 85100 1317.0 39
2012 85200 901.0 10
2012 85410 1209.0 10
2012 85500 1231.0 73
2012 85800 1025.0 55
2012 86300 1139.0 70
2012 86400 790.0 13
2012 86600 1305.0 26
2012 86710 748.0 6
2012 86800 877.0 31
2012 87100 1578.0 176
2012 87150 1155.0 11
2012 87200 1570.0 102
2012 87250 1703.0 42
2012 87300 1221.0 23
2012 87400 1195.0 41
2012 87500 1215.0 91
2012 87600 780.0 10
2012 87700 1447.0 37
2012 88300 828.0 6
2012 88600 1516.0 57
2012 88610 1885.0 17
2012 88900 990.0 41
2012 89600 803.0 33
2012 90100 2325.0 205
2012 90120 1993.0 181
2012 90140 1887.0 59
2012 90150 1453.0 110
2012 90230 2058.0 107
2012 90240 1589.0 109
2012 90250 1304.0 113
2012 90310 1739.0 18
2012 90400 2342.0 11
2012 90420 1824.0 79
2012 90440 1463.0 98
2012 90450 1569.0 64
2012 90460 1529.0 68
2012 90500 1639.0 224
2012 90520 1204.0 84
2012 90530 1653.0 75
2012 90540 1659.0 138
2012 90550 1334.0 95
2012 90560 1285.0 58
2012 90570 1507.0 88
2012 90580 1396.0 71
2012 90630 1656.0 112
2012 90650 1638.0 127
2012 90800 1511.0 57
2012 90810 1332.0 15
2012 90830 1472.0 68
2012 90850 1073.0 6
2012 90900 1384.0 33
2012 90940 1307.0 41
2012 91100 1198.0 16
2012 91500 1142.0 30
2012 91600 882.0 10
2012 91700 941.0 7
2012 91800 1182.0 28
2012 91900 1261.0 31
2012 92100 1324.0 48
2012 92120 1035.0 18
2012 92130 1142.0 42
2012 92140 1333.0 18
2012 92150 1018.0 7
2012 92600 687.0 9
2012 93100 888.0 38
2012 93600 1464.0 93
2012 94100 1134.0 140
2012 94200 794.0 12
2012 94400 915.0 22
2012 94450 1176.0 12
2012 94600 1152.0 11
2012 94700 747.0 31
2012 94720 1185.0 26
2012 94830 647.0 8
2012 95400 1586.0 45
2012 95410 1313.0 19
2012 95420 1326.0 33
2012 95430 1134.0 21
2012 95450 1468.0 28
2012 95600 803.0 9
2012 96100 1855.0 230
2012 96190 1538.0 35
2012 96200 1720.0 130
2012 96300 1730.0 74
2012 96400 1754.0 39
2012 96440 1124.0 36
2012 96460 1606.0 31
2012 96500 1108.0 112
2012 96600 1219.0 13
2012 96800 1665.0 9
2012 96900 2013.0 32
2012 96910 1395.0 20
2012 97700 691.0 19
2012 97900 668.0 7
2012 98100 802.0 18
2012 98120 595.0 9
2012 99100 1347.0 8
2012 99130 2131.0 14
2012 99600 1176.0 39
2013 00100 5646.0 62
2013 00120 6357.0 41
2013 00140 6660.0 40
2013 00150 6231.0 52
2013 00170 6106.0 33
2013 00180 5634.0 33
2013 00200 4970.0 77
2013 00210 4962.0 18
2013 00250 5317.0 51
2013 00260 5531.0 22
2013 00270 5428.0 30
2013 00280 4653.0 16
2013 00310 3664.0 8
2013 00320 4121.0 39
2013 00330 4850.0 28
2013 00350 4259.0 32
2013 00360 3364.0 7
2013 00370 3389.0 8
2013 00390 3028.0 14
2013 00400 3491.0 34
2013 00420 3007.0 36
2013 00440 3440.0 14
2013 00500 4767.0 87
2013 00510 4563.0 54
2013 00520 4419.0 22
2013 00530 4859.0 79
2013 00550 4312.0 25
2013 00560 5444.0 8
2013 00570 4556.0 6
2013 00610 4330.0 11
2013 00620 3453.0 11
2013 00630 3704.0 14
2013 00640 3130.0 31
2013 00650 3281.0 8
2013 00660 3274.0 10
2013 00670 3635.0 19
2013 00680 3577.0 8
2013 00700 3159.0 28
2013 00710 2585.0 37
2013 00720 2901.0 27
2013 00730 3266.0 25
2013 00740 2720.0 15
2013 00750 2624.0 8
2013 00760 3052.0 7
2013 00770 2134.0 7
2013 00780 2971.0 15
2013 00790 3840.0 8
2013 00800 3974.0 15
2013 00810 4222.0 11
2013 00820 2762.0 24
2013 00840 2940.0 31
2013 00900 2912.0 15
2013 00910 3349.0 18
2013 00920 2654.0 27
2013 00930 3405.0 6
2013 00940 2152.0 30
2013 00950 3714.0 7
2013 00960 2719.0 16
2013 00970 2414.0 22
2013 00980 3117.0 25
2013 00990 4066.0 21
2013 01150 2302.0 8
2013 01200 2190.0 25
2013 01230 2565.0 6
2013 01280 2544.0 32
2013 01300 2991.0 51
2013 01350 2481.0 13
2013 01360 2262.0 48
2013 01370 2584.0 10
2013 01390 2952.0 12
2013 01450 2543.0 41
2013 01480 2138.0 17
2013 01510 3685.0 14
2013 01520 3614.0 27
2013 01600 2669.0 57
2013 01610 2673.0 20
2013 01620 2404.0 41
2013 01630 3035.0 7
2013 01650 2073.0 11
2013 01670 2915.0 9
2013 01690 3291.0 7
2013 01710 2617.0 27
2013 01730 1813.0 7
2013 01800 2255.0 11
2013 01900 1990.0 13
2013 02100 4258.0 24
2013 02110 3973.0 12
2013 02120 4090.0 10
2013 02130 3658.0 10
2013 02160 3776.0 7
2013 02170 3753.0 14
2013 02180 3522.0 17
2013 02200 3622.0 22
2013 02210 3048.0 39
2013 02230 3301.0 40
2013 02260 2881.0 6
2013 02280 3437.0 8
2013 02320 2917.0 52
2013 02330 3566.0 11
2013 02340 3390.0 15
2013 02360 2428.0 25
2013 02400 2238.0 40
2013 02480 2562.0 10
2013 02600 3854.0 30
2013 02610 3697.0 8
2013 02620 2766.0 18
2013 02630 3144.0 10
2013 02650 3492.0 39
2013 02700 3405.0 14
2013 02710 2606.0 15
2013 02720 2633.0 6
2013 02750 3835.0 6
2013 02760 2649.0 35
2013 02770 2727.0 11
2013 02880 2413.0 8
2013 02940 2954.0 19
2013 03100 2145.0 50
2013 03400 1670.0 7
2013 03600 1531.0 13
2013 04130 2145.0 11
2013 04200 2541.0 22
2013 04220 2418.0 8
2013 04230 2154.0 19
2013 04250 2715.0 13
2013 04260 2023.0 15
2013 04300 2549.0 14
2013 04320 2292.0 20
2013 04340 2024.0 6
2013 04400 2577.0 31
2013 04410 2532.0 21
2013 04430 2687.0 19
2013 04440 2062.0 11
2013 04600 1874.0 29
2013 05460 2053.0 6
2013 05800 2126.0 46
2013 05830 2207.0 15
2013 05840 1975.0 14
2013 05880 1273.0 10
2013 05900 1630.0 7
2013 06100 2707.0 31
2013 06150 2052.0 10
2013 07900 1858.0 6
2013 08100 2241.0 37
2013 08200 1536.0 13
2013 08350 1722.0 9
2013 08500 1996.0 10
2013 08700 1752.0 21
2013 10300 1308.0 16
2013 10600 2191.0 13
2013 10650 1617.0 8
2013 10900 1334.0 19
2013 11100 1622.0 37
2013 11120 1559.0 16
2013 11130 1473.0 30
2013 12400 1255.0 14
2013 13100 2172.0 55
2013 13130 2055.0 28
2013 13200 2338.0 10
2013 13210 1967.0 22
2013 13500 1707.0 22
2013 13600 1619.0 11
2013 13720 2093.0 8
2013 14200 1473.0 20
2013 15100 2041.0 20
2013 15110 2618.0 13
2013 15140 2525.0 35
2013 15150 1737.0 13
2013 15170 1353.0 17
2013 15210 1427.0 10
2013 15240 1239.0 17
2013 15500 1212.0 17
2013 15520 1509.0 14
2013 15700 1487.0 6
2013 15830 1328.0 14
2013 15860 1267.0 8
2013 16300 1592.0 14
2013 16900 954.0 6
2013 17200 1086.0 8
2013 18130 781.0 6
2013 19650 989.0 9
2013 19700 1000.0 7
2013 20100 2756.0 123
2013 20200 2062.0 24
2013 20210 1252.0 17
2013 20240 1236.0 6
2013 20300 2018.0 20
2013 20320 1800.0 73
2013 20360 1454.0 34
2013 20460 1059.0 6
2013 20500 2710.0 40
2013 20520 2361.0 9
2013 20540 1753.0 35
2013 20610 1199.0 42
2013 20700 2475.0 30
2013 20720 1911.0 24
2013 20740 1721.0 30
2013 20750 1210.0 22
2013 20760 1884.0 10
2013 20780 2023.0 32
2013 20810 2517.0 68
2013 20880 1685.0 18
2013 20900 2241.0 6
2013 21100 2041.0 26
2013 21110 1827.0 21
2013 21200 1549.0 39
2013 21250 1752.0 7
2013 21420 1725.0 14
2013 21500 1742.0 11
2013 21530 1440.0 24
2013 21600 1498.0 13
2013 23100 1510.0 9
2013 23500 1120.0 34
2013 23800 978.0 20
2013 24100 1222.0 27
2013 24240 1614.0 6
2013 24260 1151.0 8
2013 24280 1388.0 10
2013 24800 1125.0 11
2013 26100 1584.0 59
2013 26200 1563.0 20
2013 26660 1291.0 13
2013 26820 1224.0 7
2013 27500 1305.0 6
2013 28100 2007.0 77
2013 28120 1344.0 12
2013 28130 1515.0 19
2013 28190 799.0 56
2013 28200 1489.0 7
2013 28300 1759.0 6
2013 28330 971.0 13
2013 28360 1276.0 12
2013 28370 981.0 8
2013 28400 1376.0 9
2013 28450 1358.0 11
2013 28600 1446.0 6
2013 29200 873.0 11
2013 30100 1284.0 23
2013 30300 785.0 9
2013 30420 1269.0 16
2013 31400 1228.0 7
2013 32200 1214.0 14
2013 32210 900.0 9
2013 32700 977.0 27
2013 32800 1024.0 8
2013 33100 2997.0 77
2013 33200 2921.0 28
2013 33210 2953.0 25
2013 33230 2847.0 24
2013 33240 2685.0 6
2013 33270 2609.0 23
2013 33300 1724.0 21
2013 33310 1539.0 23
2013 33330 1680.0 11
2013 33340 2039.0 16
2013 33400 2109.0 13
2013 33410 1607.0 19
2013 33430 1922.0 14
2013 33450 1999.0 6
2013 33470 1910.0 12
2013 33480 1985.0 10
2013 33500 2805.0 65
2013 33530 2031.0 17
2013 33540 2890.0 31
2013 33560 2150.0 37
2013 33580 2283.0 31
2013 33610 2176.0 15
2013 33710 2113.0 57
2013 33720 1854.0 66
2013 33800 2212.0 26
2013 33820 2068.0 17
2013 33840 1752.0 15
2013 33850 1368.0 11
2013 33880 1660.0 12
2013 33900 2374.0 27
2013 33950 2063.0 19
2013 33960 2244.0 27
2013 35300 1478.0 12
2013 35800 656.0 9
2013 36110 1936.0 8
2013 36200 1689.0 19
2013 36220 1693.0 22
2013 36240 1805.0 10
2013 37100 1825.0 24
2013 37120 1771.0 17
2013 37130 1723.0 7
2013 37150 1587.0 9
2013 37500 1627.0 10
2013 37550 1926.0 6
2013 37600 1248.0 28
2013 37630 1288.0 18
2013 37800 1271.0 20
2013 37830 900.0 8
2013 38200 1755.0 14
2013 38210 1126.0 8
2013 38700 1253.0 13
2013 38710 730.0 13
2013 39100 1586.0 6
2013 39200 1214.0 12
2013 39500 1417.0 13
2013 39700 1355.0 10
2013 40100 2593.0 54
2013 40200 2256.0 21
2013 40250 1838.0 21
2013 40270 1845.0 26
2013 40340 1198.0 27
2013 40400 1660.0 16
2013 40420 1630.0 17
2013 40500 1949.0 6
2013 40520 2051.0 44
2013 40530 1842.0 8
2013 40600 1968.0 8
2013 40640 1389.0 26
2013 40700 2408.0 19
2013 40720 2210.0 12
2013 40740 1507.0 16
2013 40800 1691.0 16
2013 40950 1634.0 12
2013 41160 1515.0 7
2013 41340 1445.0 8
2013 41400 954.0 10
2013 42100 1292.0 25
2013 42300 724.0 10
2013 42700 1038.0 24
2013 43100 971.0 6
2013 44100 1204.0 8
2013 44500 1206.0 10
2013 45100 1645.0 34
2013 45130 1418.0 13
2013 45150 1003.0 26
2013 45160 1085.0 20
2013 45200 1170.0 38
2013 45360 1356.0 8
2013 45610 1236.0 11
2013 45700 1075.0 34
2013 46800 834.0 10
2013 47400 1176.0 9
2013 48100 1651.0 66
2013 48200 1001.0 6
2013 48310 1930.0 12
2013 48350 828.0 15
2013 48400 1369.0 6
2013 48600 1320.0 24
2013 48700 995.0 8
2013 49400 1389.0 22
2013 53100 2311.0 54
2013 53200 1667.0 8
2013 53300 1542.0 20
2013 53600 2386.0 9
2013 53810 1395.0 16
2013 53850 1580.0 14
2013 53900 2424.0 18
2013 53920 1328.0 17
2013 53950 1382.0 7
2013 54100 1304.0 20
2013 55100 1315.0 30
2013 55120 1080.0 15
2013 55510 731.0 6
2013 55800 844.0 16
2013 56100 1326.0 6
2013 59100 1146.0 6
2013 60100 1789.0 51
2013 60120 1912.0 7
2013 60150 1248.0 9
2013 60200 1962.0 24
2013 60220 1865.0 7
2013 60320 1918.0 22
2013 60510 1910.0 19
2013 60550 1680.0 8
2013 60800 1564.0 8
2013 61300 1401.0 12
2013 61600 811.0 7
2013 61800 1292.0 13
2013 62100 1626.0 15
2013 62200 1016.0 11
2013 62900 1402.0 8
2013 63300 1054.0 7
2013 63700 1057.0 12
2013 65100 2337.0 74
2013 65200 1826.0 18
2013 65230 1707.0 8
2013 65280 1907.0 24
2013 65320 1658.0 16
2013 65350 1592.0 9
2013 65370 1137.0 14
2013 65380 1241.0 12
2013 65610 2016.0 18
2013 66400 1420.0 13
2013 67100 1950.0 43
2013 67200 1726.0 9
2013 68600 1223.0 16
2013 68620 1647.0 7
